Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto. 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro. 2 = Pluviógrafo. 3 = Data logger
Status: 0 = Branco. 1 = Real. 2 = Estimado. 3 = Duvidoso. 4 = Acumulado

Restrições da consulta:
Código da Estação:02755001


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2755001;1;01/05/2020;1;69.3;219.0;6;10;1;1;1;;0;11.0;1.2;0.0;0.0;61.0;69.3;0.0;0.0;0.0;0.0;0.0;2.5;22.1;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.3;13.3;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2755001;1;01/04/2020;1;22.0;64.8;6;7;1;1;1;;0;0.0;17.0;9.1;0.0;0.0;22.0;9.9;0.0;0.0;0.0;0.0;0.0;0.0;5.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.6;0.0;0.0;0.0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2755001;1;01/03/2020;1;32.4;62.4;29;3;1;1;1;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.5;13.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.4;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2755001;1;01/02/2020;1;12.8;12.8;26;;1;1;0;;0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;12.8;0.0;0.0;0.0;;;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;1;1;1;1;1;1;0;0;
2755001;1;01/01/2020;1;147.0;261.8;16;8;1;1;1;;0;12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;14.2;0.0;0.0;3.0;11.0;147.0;0.0;0.0;0.0;0.0;18.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2755001;1;01/12/2019;1;45.1;129.8;1;6;1;1;1;;0;45.1;0.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.7;0.0;0.0;23.7;0.0;0.0;0.0;0.0;25.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2755001;1;01/11/2019;1;54.5;224.3;27;8;1;1;1;;0;32.8;0.0;19.8;24.1;52.3;0.0;0.0;4.0;0.0;5.6;0.0;0.0;0.0;31.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.5;0.0;0.0;0.0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2755001;1;01/10/2019;1;54.8;161.7;28;9;1;1;1;;0;0.0;0.0;13.4;20.5;26.8;8.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.8;12.2;0.0;0.0;0.0;3.9;0.0;6.1;0.0;0.0;0.0;0.0;0.0;0.0;54.8;0.0;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2755001;1;01/09/2019;1;14.7;51.8;12;6;1;1;1;;0;8.9;0.0;0.0;0.0;0.0;0.0;10.9;6.4;0.0;0.0;0.0;14.7;0.0;0.0;0.0;0.0;1.1;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2755001;1;01/08/2019;1;53.8;92.1;31;5;1;1;1;;0;0.0;12.8;0.0;0.0;0.0;0.0;0.0;0.0;2.2;22.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.2;0.0;0.0;0.0;53.8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2755001;1;01/07/2019;1;40.4;88.6;24;9;1;1;1;;0;10.2;0.0;3.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.3;0.0;0.0;0.0;9.1;40.4;0.5;13.9;0.5;0.0;0.0;3.5;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2755001;1;01/06/2019;1;8.0;18.4;19;4;1;1;1;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;6.9;0.0;0.0;0.0;2.7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2755001;1;01/05/2019;1;95.0;330.9;11;17;1;1;1;;0;5.2;0.0;2.0;0.0;0.0;14.0;14.5;0.0;14.6;15.0;95.0;0.0;11.2;2.8;0.0;0.0;0.0;0.0;0.0;0.7;33.5;10.0;0.0;33.5;27.0;0.0;0.0;0.0;26.0;19.4;6.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2755001;1;01/04/2019;1;40.0;160.3;21;9;1;1;1;;0;0.0;0.0;11.6;0.0;22.3;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9;40.0;6.8;0.0;0.0;0.0;32.4;9.1;35.6;0.0;0.0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2755001;1;01/03/2019;1;90.0;222.5;9;8;1;1;1;;0;0.0;0.0;0.0;0.0;0.0;0.0;18.3;42.0;90.0;1.5;0.0;17.0;14.6;0.0;0.0;0.0;28.6;10.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
