Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto. 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro. 2 = Pluviógrafo. 3 = Data logger
Status: 0 = Branco. 1 = Real. 2 = Estimado. 3 = Duvidoso. 4 = Acumulado

Restrições da consulta:
Código da Estação:03152013


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
3152013;1;01/05/2020;1;49.0;121.2;23;7;1;1;1;;0;0.0;0.0;0.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;1.2;3.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.3;17.3;49.0;38.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3152013;1;01/04/2020;1;60.9;96.2;2;5;1;1;1;;0;2.4;60.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.3;0.0;8.1;20.5;0.0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3152013;1;01/03/2020;1;19.0;39.5;11;5;1;1;1;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0;0.0;0.0;3.4;2.1;0.0;11.7;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3152013;1;01/02/2020;1;20.6;33.3;18;6;1;1;1;;0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.2;0.0;0.0;1.2;0.0;0.0;20.6;0.8;0.0;0.0;0.0;0.0;0.0;0.0;5.6;0.0;0.0;0.0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
3152013;1;01/01/2020;1;16.7;29.5;14;5;1;1;1;;0;0.0;2.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.2;2.0;0.0;0.0;16.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.2;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3152013;1;01/12/2019;1;18.4;33.2;15;4;1;1;1;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.4;0.0;0.0;0.0;0.0;0.0;1.8;0.0;0.9;0.0;0.0;0.0;0.0;0.0;12.1;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3152013;1;01/11/2019;1;24.2;58.3;14;6;1;1;1;;0;0.0;0.0;4.9;0.0;11.5;0.0;0.0;0.0;0.0;4.4;0.0;0.0;0.0;24.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.8;0.0;0.0;0.0;5.5;0.0;0.0;0.0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3152013;1;01/10/2019;1;70.0;309.9;29;14;1;1;1;;0;0.0;39.2;3.3;26.9;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.9;10.1;2.0;30.8;20.5;0.0;0.0;0.0;16.1;0.0;0.0;0.0;0.0;16.7;0.0;70.0;30.0;23.1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3152013;1;01/09/2019;1;37.8;143.9;11;7;1;1;1;;0;0.0;0.0;0.0;0.0;0.0;0.0;23.9;32.7;16.1;12.5;37.8;0.0;0.0;0.0;0.0;14.7;6.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3152013;1;01/08/2019;1;35.6;114.0;31;6;1;1;1;;0;0.0;0.0;22.7;0.0;0.0;0.0;0.0;0.0;34.3;19.4;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7;0.0;0.0;0.0;35.6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3152013;1;01/07/2019;1;29.7;116.9;25;7;1;1;1;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.2;27.0;29.7;25.0;1.1;0.0;0.0;6.5;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3152013;1;01/06/2019;1;32.3;36.5;29;4;1;1;1;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;32.3;0.0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3152013;1;01/05/2019;1;28.6;102.9;6;14;1;1;1;;0;0.0;0.0;0.0;20.1;2.0;28.6;0.5;0.0;0.0;6.0;0.9;0.0;0.0;20.4;1.3;0.0;0.0;0.0;0.0;2.9;8.4;0.1;6.7;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3152013;1;01/04/2019;1;35.0;76.5;16;10;1;1;1;;0;0.0;0.0;0.0;0.0;9.4;0.5;0.2;0.0;0.0;0.0;0.0;1.6;0.0;0.0;0.0;35.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;14.6;13.5;0.0;0.0;0.0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
3152013;1;01/03/2019;1;16.2;36.0;6;6;1;1;1;;0;0.0;0.0;0.0;0.0;0.0;16.2;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.1;7.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;1.4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3152013;1;01/02/2019;1;11.0;48.7;12;10;1;1;1;;0;8.0;7.0;1.2;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;6.9;2.2;0.5;0.0;0.0;0.0;0.0;0.0;0.0;8.8;0.1;0.0;0.0;0.0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
3152013;1;01/01/2019;1;75.9;254.1;19;13;1;1;1;;0;0.0;0.0;18.0;23.9;0.0;0.0;1.3;0.0;24.5;63.0;2.7;0.0;3.2;2.8;0.0;28.3;0.0;4.5;75.9;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
3152013;1;01/12/2018;1;15.1;41.5;20;7;1;1;1;;0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.5;0.0;0.0;0.0;0.0;0.0;12.0;1.1;15.1;5.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
