Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto. 2 = Consistido
MediaDiaria: 0 = Não. 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga. 2 = Transferência de vazões. 3 = Soma de vazões. 4 = ADCP
Status: 0 = Branco. 1 = Real. 2 = Estimado. 3 = Duvidoso. 4 = Régua Seca

Restrições da consulta:
Código da Estação:79400000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
79400000;1;01/04/2019;;1;1;;;;;;0;0;0;;0;1.688;1.595;1.458;1.199;1.414;4.408;3.751;3.135;2.506;1.881;1.595;1.326;1.241;1.117;1.199;1.199;1.414;1.549;1.458;1.326;1.199;1.037;0.884;0.811;0.921;1.37;;;8.077;6.294;;;;;;;2;;;;;;;;;;;;;2;2;;;;;;;0;0;;;0;
79400000;1;01/03/2019;;1;1;5.465;1.37;3.097;20;29;2;2;2;;0;5.247;4.751;4.613;4.273;3.879;3.944;3.625;3.5;3.438;3.315;3.315;2.9;2.616;2.506;2.397;2.672;3.135;3.5;4.14;5.465;4.751;3.194;2.397;1.931;1.736;1.641;1.549;1.458;1.37;1.37;1.37;;;2;;;;;;2;2;;;;;;2;2;;;;;;;2;;;;;;2;2;
79400000;1;01/02/2019;;1;1;;;;;;0;0;0;;0;16.963;;;19.221;18.839;11.732;8.248;5.987;4.476;;5.392;5.761;5.987;5.392;4.544;;5.539;4.821;5.247;4.682;4.075;4.075;;;4.544;6.923;7.741;6.294;;;;;0;0;3;3;;;;;0;;;;;;0;;;;;;;0;0;;;;;0;0;0;
79400000;1;01/01/2019;;1;1;;;;;;0;0;0;0;0;;1.414;2.031;2.842;4.544;;3.879;2.133;13.085;128.422;356.98;;;79.228;76.012;111.113;;175.32;211.071;322.495;215.017;87.611;55.485;22.284;;;;;;;;0;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;
79400000;1;01/12/2018;;1;1;;;;;;0;0;0;;0;1.503;1.158;0.884;0.543;0.453;0.369;0.268;0.18;0.073;0.07;0.105;0.317;0.222;1.283;1.641;;;3.751;3.194;7.575;15.1;21.15;23.093;21.15;;;2.9;2.561;1.931;1.641;;;2;;;;;;2;2;;;;;;;0;0;;;;;;;;0;0;;;;;0;
79400000;1;01/11/2018;;1;1;34.395;0.847;5.054;20;12;2;2;2;;0;3.135;3.376;2.506;2.133;1.881;1.736;1.549;1.37;1.117;0.998;0.921;0.847;0.998;1.077;1.37;1.117;9.839;16.274;27.064;34.395;16.046;9.119;3.255;1.595;1.158;0.884;1.117;1.37;1.736;1.641;;2;;;2;2;;;;;2;2;;;;;;;;;;;;2;2;2;;;;;;0;
79400000;1;01/10/2018;;1;1;;;;;;0;0;0;;0;317.705;282.868;239.424;141.113;72.514;37.759;16.366;12.234;18.792;40.515;94.887;122.696;320.096;221.002;156.069;80.524;47.675;20.927;16.183;15.01;12.403;8.942;7.246;5.539;4.14;3.751;3.438;3.075;2.785;2.672;;;;;;;;2;;;;;;;;;;;;;;;;2;;;;;;;;0;
79400000;1;01/09/2018;;1;1;265.078;3.879;54.882;1;22;2;2;2;;0;265.078;201.357;156.069;108.577;68.744;39.199;18.887;15.01;12.445;10.746;8.942;7.741;6.764;5.539;7.41;10.746;11.401;10.827;7.741;5.836;4.408;3.879;14.038;58.044;98.576;180.755;96.113;58.343;42.147;111.113;;;2;;;;;;2;2;;2;;2;;2;2;;;;;;;;;;;;;;;0;
79400000;1;01/08/2018;;1;1;147.672;2.672;20.381;27;18;2;2;2;;0;13.689;12.066;10.207;8.419;7.575;6.843;5.761;5.103;4.544;4.207;3.815;4.273;5.032;4.544;3.944;3.135;2.785;2.672;2.672;2.785;6.449;11.732;8.854;11.983;36.623;70.309;147.672;44.876;18.697;21.038;139.496;;;;;2;;;;;;;2;;;;;;2;2;;;;;;;;3;;;;;
79400000;1;01/07/2018;;1;1;;;;;;0;0;0;;0;8.419;10.827;16.183;45.492;37.902;16.825;16.733;;19.605;19.03;14.389;11.608;8.766;6.923;6.063;4.14;3.751;6.14;14.126;58.943;52.498;46.422;45.956;40.662;72.83;91.231;169.964;104.8;64.103;33.847;18.982;;;;;;;;0;;;;;;;;;;;;;;;3;3;;;;;;;;
79400000;1;01/06/2018;;1;1;;;;;;0;0;0;;0;9.839;8.766;6.843;6.843;6.923;6.063;4.207;3.625;3.016;2.728;3.879;5.319;8.942;8.766;7.908;6.684;;5.319;10.579;8.942;4.273;1.037;1.37;1.832;1.832;1.641;1.549;1.283;1.283;1.549;;3;3;3;3;3;;;;;;;;;;;;0;;;;;;;;;;;;;;0;
79400000;1;01/05/2018;;1;1;;;;;;0;0;0;;0;1.832;6.216;38.91;63.185;;45.183;16.963;11.483;6.843;5.687;4.207;3.625;3.016;2.451;1.931;1.037;0.482;0.424;1.037;1.117;1.283;1.37;1.283;1.283;1.37;1.283;1.199;1.037;0.811;0.022;0.022;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;3;3;
79400000;1;01/04/2018;;1;1;;;;;;0;0;0;;0;2.185;2.133;0.512;0.482;1.37;1.199;1.199;1.117;0.811;0.884;0.74;0.74;0.884;1.037;1.199;;;;0.706;0.606;;;10.868;7.246;7.084;5.539;5.319;0.245;0.245;1.199;;3;3;3;3;3;;;;;;;;;;;0;0;0;;;0;0;;;3;3;3;3;3;3;0;
79400000;1;01/03/2018;;1;1;23.56;0.064;4.837;27;10;3;3;3;;0;1.117;1.117;0.959;0.74;0.74;0.606;0.18;0.105;0.14;0.064;0.064;0.369;0.317;0.317;3.751;4.075;10.665;5.687;6.371;5.032;4.544;3.075;2.672;2.616;11.483;15.639;23.56;21.488;13.689;4.613;4.14;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;;;
79400000;1;01/02/2018;;1;1;15.369;0.064;1.7;1;8;3;3;3;;0;15.369;12.488;3.625;0.066;0.067;0.067;0.066;0.064;0.064;0.064;0.512;0.811;1.641;0.672;0.672;0.811;0.811;0.369;0.482;0.74;0.482;0.706;1.199;1.458;1.117;0.606;1.458;1.117;;;;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;
79400000;1;01/01/2018;;1;1;2.672;0.059;0.706;3;15;3;3;3;;0;0.105;2.506;2.672;2.29;2.185;2.031;1.688;1.158;0.775;0.343;0.07;0.064;0.064;0.063;0.059;0.064;0.07;0.317;0.268;0.18;0.105;0.07;0.064;0.482;0.606;0.369;0.292;0.543;0.847;0.811;0.706;;;;;;;;;;;;;;3;3;3;3;;;;;;;;;;;;;;;
79400000;1;01/12/2017;;1;1;3.016;0.059;0.557;26;17;3;3;3;;0;0.811;0.74;0.606;0.453;0.292;0.292;0.369;0.482;0.482;0.482;0.482;0.424;0.424;0.369;0.07;0.062;0.059;0.059;0.268;0.18;0.268;0.18;0.14;0.369;0.369;3.016;2.728;1.458;0.672;0.397;0.245;;;;;;;;;;;;;;3;3;3;3;3;;;;;;;;;;;;;;
79400000;1;01/11/2017;;1;1;11.277;0.884;2.932;1;30;1;1;1;;0;11.277;9.93;7.908;5.987;4.682;3.879;3.376;3.255;3.016;2.785;2.451;2.343;2.237;2.133;1.931;1.688;1.641;1.736;1.736;1.736;1.736;1.641;1.503;1.283;1.037;1.037;1.037;1.037;1.037;0.884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
79400000;1;01/10/2017;;1;1;257.467;5.032;64.914;20;11;1;1;1;;0;16.733;22.399;33.575;64.103;52.334;25.833;15.369;11.483;7.993;6.063;5.032;6.371;27.064;146.844;158.632;91.231;70.152;49.902;56.85;257.467;252.096;191.861;180.755;97.343;59.997;27.064;17.707;14.478;17.195;15.01;13.386;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
79400000;1;01/09/2017;;1;1;315.323;5.175;35.432;15;4;1;1;1;;0;5.539;5.392;5.392;5.175;5.687;6.294;8.766;7.741;7.328;7.084;7.492;7.908;16.733;69.838;315.323;191.861;86.417;76.653;56.552;36.482;18.223;14.832;11.983;11.816;13.951;11.983;11.277;14.478;12.956;11.816;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
79400000;1;01/08/2017;;1;1;182.584;2.616;36.629;14;1;1;1;1;;0;2.616;3.255;14.921;35.363;65.641;50.869;19.077;14.301;22.056;42.147;39.49;55.653;73.464;182.584;143.556;87.011;68.744;45.183;27.064;18.601;13.82;12.319;13.602;12.573;11.732;11.857;11.566;10.868;10.207;8.505;6.843;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
79400000;1;01/07/2017;;1;1;68.744;2.785;13.431;2;29;1;1;1;;0;42.147;68.744;48.307;23.913;14.921;11.983;11.277;10.827;10.392;10.022;9.03;10.114;11.483;16.274;13.17;12.066;11.483;11.774;10.827;9.387;8.333;7.084;6.216;5.465;3.944;2.958;3.016;2.842;2.785;2.785;2.785;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
79400000;1;01/06/2017;;1;1;81.499;7.657;20.976;11;29;1;1;1;;0;14.921;11.899;11.195;10.746;10.392;12.234;11.691;12.87;22.056;50.384;81.499;67.188;40.662;24.626;16.963;13.17;11.277;11.691;18.176;37.048;26.692;18.129;13.042;11.983;11.36;10.665;9.03;7.993;7.657;22.056;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
79400000;1;01/05/2017;;1;1;257.467;2.785;51.131;27;11;1;1;1;;0;4.682;4.544;4.273;4.14;4.009;4.009;3.751;3.688;3.879;3.315;2.785;2.785;21.15;71.409;164.688;124;79.875;59.544;34.258;17.195;14.832;15.144;16.825;27.064;48.307;196.582;257.467;178.028;101.677;67.188;43.958;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
79400000;1;01/04/2017;;1;1;302.373;1.931;33.918;12;4;3;3;3;;0;2.728;2.506;2.185;1.931;1.931;1.931;2.133;2.031;2.031;11.072;89.417;302.373;241.515;158.632;54.815;32.226;16.687;12.573;10.299;8.854;8.592;7.003;6.527;6.14;5.687;5.465;5.247;5.103;4.961;4.961;;;;;;;;;;;;3;3;3;3;3;;;;;;;;;;;;;;;;0;
79400000;1;01/03/2017;;1;1;170.852;2.343;26.262;14;5;1;1;1;;0;4.961;4.207;3.438;2.9;2.343;4.207;15.82;14.921;11.113;9.93;14.921;33.575;73.622;170.852;131.541;76.653;47.675;51.844;43.958;22.284;13.343;10.392;8.592;7.657;6.764;5.836;5.247;4.821;4.075;3.562;3.075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79400000;1;01/02/2017;;1;1;12.192;0.001;4.968;20;5;3;3;3;;0;1.784;1.641;1.458;0.019;0.001;0.008;0.045;1.077;1.832;3.315;2.451;3.751;5.247;5.539;5.912;5.539;6.294;7.657;11.277;12.192;11.483;8.077;7.328;8.766;7.741;6.764;6.371;5.539;;;;;;;3;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;0;0;0;
79400000;1;01/01/2017;;1;1;53.321;1.736;13.347;7;26;1;1;1;;0;7.084;14.478;11.732;14.655;17.148;45.029;53.321;28.319;14.038;11.401;16.274;31.428;18.601;11.401;10.909;10.95;12.15;17.66;16.825;13.213;8.505;3.625;2.672;2.082;1.931;1.736;3.625;4.476;3.315;2.672;2.506;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
79400000;1;01/12/2016;;1;1;6.606;0.042;1.146;31;20;1;1;1;;0;1.736;1.458;1.199;1.37;1.595;1.736;1.326;0.959;0.606;0.369;0.222;0.16;0.105;0.07;0.064;0.059;0.056;0.051;0.047;0.042;0.056;0.059;0.059;0.056;0.053;0.052;0.811;3.688;5.319;5.539;6.606;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
79400000;1;01/11/2016;;1;1;221.002;0.884;22.501;3;26;1;1;1;;0;2.9;76.653;221.002;162.946;76.653;51.518;14.566;13.042;11.732;7.246;4.34;3.135;2.728;2.29;1.931;1.881;1.736;2.451;2.185;1.736;1.549;1.458;1.283;1.037;1.037;0.884;0.884;0.884;1.595;1.736;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
79400000;1;01/10/2016;;1;1;32.092;1.117;7.044;21;14;1;1;1;;0;2.031;1.931;1.931;1.832;1.736;1.736;1.736;1.688;1.641;1.641;1.549;1.458;1.37;1.117;1.199;2.237;6.764;16.779;24.626;26.816;32.092;23.093;14.921;10.99;8.077;6.764;5.687;4.544;3.815;3.5;3.075;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
79400000;1;01/09/2016;;1;1;86.417;2.451;22.449;2;30;1;1;1;;0;61.358;86.417;62.422;36.482;21.263;13.17;31.164;53.156;30.9;21.263;16.733;12.743;16.183;40.662;50.063;28.319;18.649;14.345;11.113;6.606;5.836;5.613;4.751;4.544;4.408;4.14;3.376;2.842;2.506;2.451;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
79400000;1;01/08/2016;;1;1;26.323;1.736;4.458;31;28;1;1;1;;0;4.961;3.315;2.672;2.451;2.185;2.29;3.255;10.665;11.154;8.419;5.465;4.821;4.207;3.751;3.135;2.728;2.672;2.561;2.451;2.343;2.237;2.237;2.133;2.031;1.931;1.832;1.832;1.736;1.736;8.679;26.323;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
79400000;1;01/07/2016;;1;1;192.801;3.438;32.592;13;26;1;1;1;;0;11.031;8.333;6.216;4.961;4.075;11.899;61.965;99.195;76.332;56.552;34.947;58.044;192.801;98.576;70.309;53.156;29.598;17.66;14.257;11.941;10.207;7.246;5.912;5.247;4.34;3.438;4.14;13.042;15.324;11.525;8.077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79400000;1;01/06/2016;;1;1;27.064;2.185;8.297;1;25;1;1;1;;0;27.064;20.927;16.503;13.951;13.429;12.615;11.774;9.476;7.741;6.063;4.682;3.944;3.438;3.016;2.958;2.9;2.785;2.785;2.785;2.785;2.9;2.785;2.785;2.506;2.185;2.728;11.072;17.195;18.649;14.478;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
79400000;1;01/05/2016;;1;1;;;;;;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
79400000;1;01/04/2016;;1;1;252.096;11.195;80.783;25;3;1;1;1;;0;16.229;13.472;11.195;12.785;18.459;46.734;51.193;62.27;73.464;81.499;78.26;78.905;82.314;89.417;81.825;67.188;35.363;18.601;14.038;67.343;151.004;182.584;164.688;132.327;252.096;231.15;131.541;78.26;58.044;41.253;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
79400000;1;01/03/2016;;1;1;46.734;1.158;9.507;30;4;3;3;3;;0;4.14;3.376;2.237;1.158;1.595;2.672;2.672;2.451;1.981;2.133;2.672;3.751;8.077;6.606;4.14;2.785;1.931;1.784;1.931;2.451;4.408;6.294;9.119;13.429;17.009;18.129;23.677;38.91;30.638;46.734;25.833;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;3;3;
79400000;1;01/02/2016;;1;1;10.114;1.931;3.938;16;26;1;1;1;;0;4.207;4.009;3.688;3.135;2.561;2.451;2.343;2.237;2.237;2.451;2.9;2.842;2.185;2.9;8.854;10.114;6.14;4.751;5.103;6.764;5.465;4.14;3.376;2.616;2.237;1.931;2.506;4.14;5.912;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
79400000;1;01/01/2016;;1;1;124.653;1.931;16.677;8;22;1;1;1;;0;15.774;12.743;10.114;7.575;11.072;43.806;104.8;124.653;64.103;22.284;14.832;12.87;8.942;7.084;6.294;5.392;4.544;3.879;3.5;4.14;3.135;1.931;2.237;2.785;3.376;2.958;2.561;2.343;2.343;2.133;2.785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79400000;1;01/12/2015;;1;1;191.861;2.451;33.954;20;3;1;1;1;;0;3.135;2.842;2.451;2.672;4.544;12.743;16.274;11.525;7.084;6.294;5.539;4.961;4.34;5.465;6.294;5.247;3.944;32.628;81.987;191.861;96.727;72.988;54.815;71.882;92.446;78.099;63.032;46.734;32.628;18.507;12.87;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
79400000;1;01/11/2015;;1;1;136.287;3.016;39.891;12;28;1;1;1;;0;81.011;126.106;68.276;37.902;18.982;15.01;13.472;11.899;11.732;15.956;51.844;136.287;114.303;127.648;124;83.785;46.734;26.446;15.82;12.024;10.114;8.419;7.993;7.084;5.465;4.34;3.625;3.016;3.625;3.815;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
79400000;1;01/10/2015;;1;1;318.899;10.99;95.476;16;7;1;1;1;;0;17.754;14.389;12.488;13.386;15.684;12.573;10.99;19.413;72.672;191.861;232.177;169.079;175.32;123.348;150.168;318.899;202.318;126.876;73.622;68.744;310.584;233.206;131.541;78.26;62.727;32.36;17.8;14.434;12.573;13.733;30.769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79400000;1;01/09/2015;;1;1;305.879;2.9;57.456;25;15;1;1;1;;0;11.072;9.476;7.741;6.764;5.987;5.247;4.891;4.476;4.273;3.625;3.562;3.135;3.016;3.016;2.9;12.7;34.947;133.904;87.611;68.276;34.947;34.395;93.664;304.708;305.879;218;156.069;80.849;51.844;26.692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
79400000;1;01/08/2015;;1;1;193.743;6.294;39.216;20;4;1;1;1;;0;8.592;7.993;7.246;6.294;7.246;39.345;84.113;70.465;45.337;22.17;12.7;11.277;11.031;14.257;22.284;22.745;36.061;64.564;144.375;193.743;113.663;76.172;48.307;20.482;15.91;13.386;11.983;18.649;33.575;18.27;13.472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79400000;1;01/07/2015;;1;1;;;;;;0;0;0;;0;17.66;19.03;18.554;18.129;23.56;38.477;27.814;16.274;11.113;8.419;7.41;7.084;11.442;16.963;43.351;58.793;33.575;23.443;;218;252.096;137.887;85.922;81.499;62.574;34.947;16.001;12.53;11.483;10.909;9.566;;;;;;3;3;;;;;;;;;;;;0;;;;3;3;3;3;;;;;;
79400000;1;01/06/2015;;1;1;;;;;;0;0;0;;0;3.135;2.842;2.616;;;;;37.759;54.815;86.417;241.515;191.861;88.212;54.815;39.199;19.365;14.921;12.319;9.839;7.824;6.843;6.14;5.319;4.891;4.14;3.751;3.194;3.815;5.687;11.649;;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
79400000;1;01/05/2015;;1;1;4.009;0.424;1.786;30;2;1;1;1;;0;0.453;0.424;1.158;3.625;3.438;2.561;2.082;1.931;1.931;1.832;1.736;1.736;1.641;1.549;1.458;1.37;1.37;1.283;1.199;1.158;1.117;1.077;1.037;1.037;1.326;1.549;1.458;1.641;3.625;4.009;3.562;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
79400000;1;01/04/2015;;1;1;4.207;0.512;1.984;6;30;1;1;1;;0;2.9;3.376;2.958;2.728;3.315;4.207;3.625;3.135;2.9;2.616;2.451;2.343;2.237;2.133;2.031;1.931;1.736;1.641;1.458;1.37;1.283;1.117;0.959;0.959;0.811;0.74;0.74;0.672;0.639;0.512;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
79400000;1;01/03/2015;;1;1;;;;;;0;0;0;;0;13.257;11.113;9.208;8.077;6.063;4.14;4.009;3.5;3.075;2.672;2.397;2.031;1.736;1.458;1.283;0.998;0.74;0.482;;;1.458;1.326;1.199;1.037;0.959;1.037;1.037;1.241;1.158;1.037;1.931;;;;;;;;;;;;;;;;;;3;0;0;;;;;;;;;;;;
